SetID,SetType,Time,Chan,Status,Thr,Amp,RiseT,Dur,Eny,RMS,Counts,TRAI,CHits,PA0,PA1
347687,2,24594.22690085,3,0,11.3694478249001,97.9938122050914,2.05,126.55,3.86294327243505,2.40563482827857,37,151697,1,,
348088,2,24625.7493366,3,0,11.3694478249001,13.5350569344049,0.2,55.25,0.201300636684139,2.40918296224358,2,151867,1,,
349156,2,24704.96252175,3,0,11.3694478249001,40.8758719419028,3.8,67.15,0.880926244215994,2.4162792301736,15,152323,1,,
350672,2,24819.90064595,3,0,11.3694478249001,1487.23205595241,4.2,1930.95,1380.96385828328,2.4162792301736,480,152973,1,,
351540,2,24878.6007487,3,0,11.3694478249001,34.6497457520765,1.05,22.8,0.292113967771388,2.40918296224358,5,153357,1,,
352313,2,24933.98842795,3,0,11.3694478249001,32.4841366425717,1,41.65,0.465890972058997,2.40918296224358,7,153692,1,,
355185,2,25152.5825138,3,0,11.3694478249001,709.236983362816,3.4,649.25,230.10736864827,2.4162792301736,155,154928,1,,
357700,2,25339.1945369,3,0,11.3694478249001,16.512769459974,45.9,156.9,0.535013687626086,2.41095702922609,4,156012,1,,
357701,2,25339.1948197,3,0,11.3694478249001,16.7834705986621,0.3,73.7,0.342998979315984,2.41095702922609,2,156013,1,,
358096,2,25365.1912506,3,0,11.3694478249001,1174.03083849028,3.6,1274.9,799.179262125775,2.41805329715611,266,156185,1,,
358097,2,25365.19282825,3,0,11.3694478249001,13.5350569344049,0.2,45.1,0.171470178015397,2.41805329715611,2,156186,1,,
360267,2,25523.8051646,3,0,11.3694478249001,46.2898947156647,1.05,62.45,1.1197164717789,2.41273109620859,15,157124,1,,
364726,2,25853.6000079,3,0,11.3694478249001,118.837799884075,7.4,377.95,7.89011967832883,2.4145051631911,90,159044,1,,
369321,2,26191.7336336,3,0,11.3694478249001,11.9108501022763,0.05,31.05,0.0804047668018318,2.41273109620859,2,161033,1,,
370241,2,26256.14405835,3,0,11.3694478249001,342.707641579132,3.7,481.7,57.7145539212448,2.41273109620859,122,161431,1,,
375831,2,26666.3087945,3,0,11.3694478249001,46.5605958543528,5.75,175.55,1.71130456077723,2.4145051631911,37,163837,1,,
376279,2,26703.0552278,3,0,11.3694478249001,66.8631812559602,5.8,150.55,3.24093556075181,2.41273109620859,31,164025,1,,
381225,2,27061.7754403,3,0,11.3694478249001,123.710420380461,3.15,360.5,7.96479695016764,2.40563482827857,57,166169,1,,
383990,2,27263.93727135,3,0,11.3694478249001,36.5446537228932,1.15,39.5,0.550071078427041,2.40386076129606,7,167362,1,,
387872,2,27557.7368708,3,0,11.3694478249001,96.0989042342747,5.05,123.3,3.94918691844176,2.43224583301616,35,169030,1,,
388591,2,27610.13892405,3,0,11.3694478249001,558.185747974858,19.5,690.4,138.061682309078,2.41982736413862,145,169345,1,,
391442,2,27818.7054367,3,0,11.3694478249001,123.981121519149,5.6,112.85,6.14874430341358,2.40918296224358,50,170581,1,,
392329,2,27880.17925225,3,0,11.3694478249001,11.9108501022763,0.05,97.05,0.140174137216915,2.40563482827857,2,170974,1,,
395953,2,28140.56642215,3,0,11.3694478249001,43.0414810514076,108.2,406,6.26142411987656,2.41095702922609,85,172550,1,,
402030,2,28580.5345949,3,0,11.3694478249001,12.1815512409644,0.05,19.1,0.0931992987944678,2.4162792301736,2,175190,1,,
402449,2,28608.49603495,3,0,11.3694478249001,46.5605958543528,1.25,60.25,1.18599888917855,2.40918296224358,9,175373,1,,
402924,2,28642.21908755,3,0,11.3694478249001,216.560910950478,4.35,189.05,14.8905782429484,2.41805329715611,55,175579,1,,
405121,2,28811.8720718,3,0,11.3694478249001,18.9490797081668,34.95,35.25,0.27746693996676,2.40386076129606,2,176519,1,,
405771,2,28857.61215255,3,0,11.3694478249001,27.0701138688098,0.9,33.15,0.3835956043098,2.40740889526107,5,176804,1,,
407769,2,29016.4827918,3,0,11.3694478249001,29.2357229783146,0.9,17.45,0.306637886677118,2.4145051631911,4,177651,1,,
409470,2,29145.83741405,3,0,11.3694478249001,12.1815512409644,5.75,5.85,0.134898041549849,2.4162792301736,3,178383,1,,
409654,2,29159.4612545,3,0,11.3694478249001,18.9490797081668,3.4,28.6,0.219482648585701,2.40918296224358,2,178462,1,,
417766,2,29770.21023665,3,0,11.3694478249001,1741.96182745791,5.4,1282.85,1382.43724024112,2.4145051631911,430,181946,1,,
421150,2,30034.45435125,3,0,11.3694478249001,64.1561698690792,2.25,120.15,2.01869282550478,2.4162792301736,25,183396,1,,
421524,2,30063.1695515,3,0,11.3694478249001,12.4522523796525,35.45,35.65,0.118712152508993,2.4145051631911,2,183558,1,,
423524,2,30210.5782963,3,0,11.3694478249001,11.9108501022763,26.85,26.95,0.10245591552591,2.42692363206864,2,184430,1,,
423835,2,30235.81729265,3,0,11.3694478249001,12.1815512409644,8.2,8.4,0.0847018536062314,2.41095702922609,2,184563,1,,
427929,2,30539.9859794,3,0,11.3694478249001,12.1815512409644,0.05,26.7,0.0896408653834574,2.40740889526107,2,186336,1,,
429785,2,30677.12966305,3,0,11.3694478249001,313.742619739505,5.05,267.05,34.870783207432,2.40918296224358,83,187139,1,,
429977,2,30692.8514624,3,0,11.3694478249001,29.7771252556908,0.3,12,0.363226943870665,2.41273109620859,5,187221,1,,
437622,2,31261.92434695,3,0,11.3694478249001,297.771252556908,8.4,557.95,50.3916614257537,2.40563482827857,121,190503,1,,
438764,2,31353.48184195,3,0,11.3694478249001,18.9490797081668,0.25,43,0.185199751406808,2.41095702922609,3,190988,1,,
439748,2,31433.5328403,3,0,11.3694478249001,12.1815512409644,29.5,29.6,0.0931084327024238,2.41095702922609,2,191399,1,,
445880,2,31882.79548755,3,0,11.3694478249001,15.9713671825978,53.85,137.35,0.491661768228357,2.4162792301736,2,194056,1,,
448189,2,32055.6683083,3,0,11.3694478249001,696.784730983164,5.9,643,153.403302245947,2.4162792301736,159,195047,1,,
450654,2,32242.9128883,3,0,11.3694478249001,11.9108501022763,53.55,53.6,0.0907840194446552,2.40918296224358,2,196103,1,,
452904,2,32416.387877,3,0,11.3694478249001,28.1529184235622,10.05,36.05,0.481086127580149,2.41805329715611,8,197065,1,,
456834,2,32720.13036535,3,0,11.3694478249001,111.528869139496,2.15,171.4,6.7182548632095,2.40208669431355,41,198746,1,,
464226,2,33284.912574,3,0,11.3694478249001,11.9108501022763,0.05,8.2,0.0733142804581465,2.40740889526107,2,201904,1,,
464737,2,33324.92417535,3,0,11.3694478249001,11.6401489635882,0.05,38.95,0.0896203472336411,2.41095702922609,2,202119,1,,
466058,2,33419.42880935,3,0,11.3694478249001,17.5955740147264,3.45,24.6,0.20106614354338,2.41273109620859,3,202690,1,,
468678,2,33617.2594737,3,0,11.3694478249001,47.9141015477933,18.3,115.55,1.50527009381403,2.41273109620859,35,203811,1,,
478698,2,34393.815239,3,0,11.3694478249001,368.424249754501,4.85,484.8,74.3766985309811,2.40031262733105,119,208118,1,,
481020,2,34572.9377854,3,0,11.3694478249001,203.56725629345,5.75,305.25,22.5696189206235,2.41095702922609,108,209116,1,,
482173,2,34657.2593961,3,0,11.3694478249001,12.4522523796525,50.35,50.5,0.111636321986605,2.40386076129606,2,209611,1,,
485594,2,34919.4276425,3,0,11.3694478249001,13.2643557957168,0.15,7.45,0.109048103945483,2.40208669431355,2,211081,1,,
490912,2,35313.4079226,3,0,11.3694478249001,27.0701138688098,0.9,40.65,0.292383634883261,2.4162792301736,6,213374,1,,
491235,2,35338.63309665,3,0,11.3694478249001,12.9936546570287,0.1,85.5,0.119655987400546,2.41095702922609,2,213513,1,,
501375,2,36099.7963711,3,0,11.3694478249001,27.8822172848741,3.7,52.1,0.430221634185369,2.4145051631911,7,217894,1,,
507665,2,36575.3444643,3,0,11.3694478249001,26.2580104527455,1,34.65,0.382824708109557,2.4145051631911,6,220588,1,,
511088,2,36836.71255585,3,0,11.3694478249001,11.9108501022763,29.15,29.2,0.0862758888135729,2.40031262733105,2,222054,1,,
519294,2,37470.0557161,3,0,11.3694478249001,145.09581033682,6.8,359.85,12.7044221409709,2.42160143112112,58,225564,1,,
521649,2,37655.27050215,3,0,11.3694478249001,28.1529184235622,2.45,41.9,0.29091805275352,2.41805329715611,3,226576,1,,
523918,2,37828.1061719,3,0,11.3694478249001,140.764592117811,4.2,138.3,6.12576397561925,2.4162792301736,43,227547,1,,
526532,2,38034.70031445,3,0,11.3694478249001,11.6401489635882,0.05,53.1,0.111266995289911,2.40918296224358,2,228666,1,,
527412,2,38102.1888834,3,0,11.3694478249001,990.224765321062,7,836.1,419.215018593761,2.40740889526107,190,229040,1,,
540893,2,39136.91995065,3,0,11.3694478249001,27.3408150074979,0.85,23.35,0.263863406638508,2.41273109620859,3,234794,1,,
541452,2,39181.7167538,3,0,11.3694478249001,17.5955740147264,13.1,26.7,0.204217145122322,2.41095702922609,4,235029,1,,
544353,2,39404.73519235,3,0,11.3694478249001,3170.99313859238,8.1,1439.85,3912.33467698842,2.4145051631911,369,236274,1,,
547908,2,39683.64832595,3,0,11.3694478249001,76.6084222487317,1.75,149,1.64662549022752,2.4145051631911,22,237798,1,,
548257,2,39708.98345335,3,0,11.3694478249001,41.1465730805909,3.2,52.15,0.551607008499009,2.41805329715611,7,237950,1,,
